train/loss.semantic,train/loss.semantic_aux,train/loss.geometric_position,train/loss.geometric_orientation,train/loss.pointer,val/loss.semantic,val/loss.semantic_aux,val/loss.geometric_position,val/loss.geometric_orientation,val/loss.pointer,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.0021862923736861,1.3060121848953492,1.6813484605665159,1.8115131420770076,1.6799613490249172,0.001737618316318341,0.9132054376282862,0.8225590203489576,1.2293350888150079,0.5744827666452953,1749505603,,False,1,1a846_00000,2025-06-09_21-46-43,480.8948028087616,480.8948028087616,975477,64-181-206-20,10.19.142.162,480.8948028087616,1
0.001318192726994128,0.7109755900961281,0.4976442518333594,0.6622767278341332,0.6773600894393343,0.0014125186576815654,0.6046128453287695,0.583606721301164,0.8728991342442376,0.4326337474797453,1749506076,,False,2,1a846_00000,2025-06-09_21-54-37,473.2354714870453,954.1302742958069,975477,64-181-206-20,10.19.142.162,954.1302742958069,2
0.0009824838566003958,0.5531880283314321,0.37349316628292356,0.543734938433074,0.6105113702289986,0.0009718554824108391,0.47575720625796486,0.5193690050925527,0.679579493190561,0.3860684745013714,1749506560,,False,3,1a846_00000,2025-06-09_22-02-41,484.43416714668274,1438.5644414424896,975477,64-181-206-20,10.19.142.162,1438.5644414424896,3
0.0007585044671518838,0.3941118233094011,0.40575786109900835,0.5414735888968213,0.5641782184441885,0.0005777131785699956,0.3096211891222213,0.843055223780019,0.7603298489536557,0.3383952012019498,1749507042,,False,4,1a846_00000,2025-06-09_22-10-43,482.09175992012024,1920.6562013626099,975477,64-181-206-20,10.19.142.162,1920.6562013626099,4
0.0005636323637599612,0.2847104821591685,0.48586487911190046,0.6040620202894764,0.5306215737805222,0.0005821798331453465,0.3198009178907211,0.419073664982404,0.5122864991426468,0.337613047765834,1749507523,,False,5,1a846_00000,2025-06-09_22-18-44,480.59903264045715,2401.255234003067,975477,64-181-206-20,10.19.142.162,2401.255234003067,5
0.000457240552963633,0.24037078955690516,0.38020909984003415,0.5059915867568267,0.5084756269599452,0.0004893692083507111,0.2570791744094874,0.41319641870047363,0.5479474110262734,0.3085706808737346,1749508016,,False,6,1a846_00000,2025-06-09_22-26-56,492.40007400512695,2893.655308008194,975477,64-181-206-20,10.19.142.162,2893.655308008194,6
0.00037254376683555315,0.19691621342960822,0.4445951332648595,0.5472123377928229,0.47972376162957664,0.0007667969215877488,0.36700498113142593,0.45141767151653767,0.5422081159693855,0.3331407202141626,1749508511,,False,7,1a846_00000,2025-06-09_22-35-12,495.7759051322937,3389.4312131404877,975477,64-181-206-20,10.19.142.162,3389.4312131404877,7
0.00038108603379983797,0.19989605395904167,0.3976890091041122,0.5005034372737311,0.47910491550209544,0.00037093330839914937,0.1706401781578149,0.36041631403246094,0.4324155194418771,0.3074728942343167,1749509005,,False,8,1a846_00000,2025-06-09_22-43-25,493.22812843322754,3882.659341573715,975477,64-181-206-20,10.19.142.162,3882.659341573715,8
0.00033005259509385115,0.1865326405286488,0.3290433245852138,0.43452202357502295,0.4937154750029246,0.0003457843333032023,0.19867986845617583,0.3402847457411034,0.43725132862372057,0.2911403282944645,1749509500,,False,9,1a846_00000,2025-06-09_22-51-40,495.21975350379944,4377.879095077515,975477,64-181-206-20,10.19.142.162,4377.879095077515,9
0.00025196499242004694,0.1397550743445989,0.39302354059511363,0.5240703472359614,0.45955616431404844,0.0004958168261412409,0.32459003830860766,0.3262876590181674,0.40395969498370377,0.31821439787745476,1749509995,,False,10,1a846_00000,2025-06-09_22-59-56,495.3748211860657,4873.25391626358,975477,64-181-206-20,10.19.142.162,4873.25391626358,10
0.00026568662576090615,0.14966355616842972,0.37863375126111387,0.4837692344956326,0.4555947797165977,0.0002828122088739552,0.17441714419068635,0.285492361523211,0.37637333518692423,0.2890143357217312,1749510490,,False,11,1a846_00000,2025-06-09_23-08-11,494.89684891700745,5368.150765180588,975477,64-181-206-20,10.19.142.162,5368.150765180588,11
0.00026086633871178915,0.14040904161943632,0.47361932550039554,0.5361753711759141,0.4637875319129289,0.00026326265658229076,0.15823509771975555,0.22242411092988082,0.37200120703450273,0.27874452115169596,1749510986,,False,12,1a846_00000,2025-06-09_23-16-26,495.3562605381012,5863.507025718689,975477,64-181-206-20,10.19.142.162,5863.507025718689,12
0.00029541717497917803,0.16244922170175635,0.387571261019794,0.4635150126285023,0.4718270298808512,0.00030147252995707925,0.17542358517779835,0.22222061322203704,0.3813545961997339,0.29995421692728996,1749511497,,False,13,1a846_00000,2025-06-09_23-24-58,511.52658247947693,6375.033608198166,975477,64-181-206-20,10.19.142.162,6375.033608198166,13
0.00022589215953043682,0.12336126595589737,0.4980308710776194,0.5482200408222699,0.4548076247476568,0.00029020077824627933,0.1718440940104691,0.3213627730895366,0.4483517605279173,0.30886334979108404,1749512011,,False,14,1a846_00000,2025-06-09_23-33-32,514.1984074115753,6889.232015609741,975477,64-181-206-20,10.19.142.162,6889.232015609741,14
0.0002465261619705655,0.14596123926252164,0.3161997807804834,0.39039552727281446,0.44788016815378207,0.0002599749958400415,0.11944144571732197,0.29378087392875124,0.4597567394375801,0.2739580473197358,1749512521,,False,15,1a846_00000,2025-06-09_23-42-01,509.6387529373169,7398.870768547058,975477,64-181-206-20,10.19.142.162,7398.870768547058,15
0.00019926892949946834,0.11888022216259163,0.3570016954997272,0.41678667520031787,0.4352588043030765,0.00022685309230447665,0.14494125954141573,0.17807657404669694,0.28668770992330145,0.2683808731713465,1749513030,,False,16,1a846_00000,2025-06-09_23-50-31,509.2027509212494,7908.0735194683075,975477,64-181-206-20,10.19.142.162,7908.0735194683075,16
0.00022296229675785898,0.11799992889993721,0.42371687069158964,0.4822122258030706,0.43373144786767287,0.000226784620752239,0.1449983707363052,0.2949949355263795,0.49914840183087755,0.28139075157897814,1749513538,,False,17,1a846_00000,2025-06-09_23-58-59,508.1882827281952,8416.261802196503,975477,64-181-206-20,10.19.142.162,8416.261802196503,17
0.00018930055294832628,0.10933973356220646,0.37257219590434826,0.4291500688125991,0.428047300965497,0.00014671591173152722,0.08350895907746494,0.2885458787371005,0.36730620078742504,0.26379483432642054,1749514048,,False,18,1a846_00000,2025-06-10_00-07-29,510.21064496040344,8926.472447156906,975477,64-181-206-20,10.19.142.162,8926.472447156906,18
0.00017969010158045844,0.1009241176452817,0.3458973307614074,0.42069462989692136,0.4425128024033826,0.00020697060537193984,0.09517719582488228,0.21901002978639944,0.3794280144252947,0.25985616019793917,1749514560,,False,19,1a846_00000,2025-06-10_00-16-00,511.34680247306824,9437.819249629974,975477,64-181-206-20,10.19.142.162,9437.819249629974,19
0.0001570121169766485,0.09023769129881391,0.32229985253452653,0.43432102980788306,0.4263906916133081,0.00019551884573080054,0.1347839007503353,0.35011845640838146,0.40412782451936174,0.27024780825844835,1749515072,checkpoint_000000,False,20,1a846_00000,2025-06-10_00-24-32,511.95048236846924,9949.769731998444,975477,64-181-206-20,10.19.142.162,9949.769731998444,20
0.00017257027693723113,0.09926534877005833,0.25187723713014465,0.3768316295110818,0.4199736666950313,0.00015906018139893213,0.10055773756799422,0.35818038348640713,0.39210774110896246,0.2568092441984585,1749515585,,False,21,1a846_00000,2025-06-10_00-33-05,512.3679192066193,10462.137651205063,975477,64-181-206-20,10.19.142.162,10462.137651205063,21
0.00017943796303980392,0.10612743303110363,0.28261351587269645,0.40277998360118483,0.41628890951173475,0.00021019994596827019,0.0893603994710637,0.5969956088811159,0.5927325455205781,0.2563690207898617,1749516098,,False,22,1a846_00000,2025-06-10_00-41-39,513.8009917736053,10975.938642978668,975477,64-181-206-20,10.19.142.162,10975.938642978668,22
0.0001708596815790476,0.09207896099336484,0.3506212299971869,0.4388393937525424,0.4196175421127165,0.000170047957047765,0.10784983026262905,0.18315074845616305,0.3148259942286781,0.269260081329516,1749516611,,False,23,1a846_00000,2025-06-10_00-50-11,512.9199948310852,11488.858637809753,975477,64-181-206-20,10.19.142.162,11488.858637809753,23
